icao24,callsign,velocity,baro_altitude,geo_altitude,vertical_rate
ac72e4,AAL2677 ,157.53,3192.78,3352.8,5.2
4aca07,NOZ4TL  ,231.01,8923.02,9273.54,5.2
4852f6,KLM62C  ,193.95,6233.16,6560.82,5.2
8964df,EFC656M ,48.66,396.24,259.08,5.2
789285,HKE626  ,228.17,10576.56,11300.46,5.2
4cadd5,AYN7993 ,228.37,8633.46,8991.6,5.2
4cadc4,RYR17KD ,214.94,8420.1,8862.06,5.2
3cc158,VJH387  ,212.92,10728.96,11148.06,5.2
4aca08,NOZ1951 ,226.71,11056.62,11430.0,5.2
49514b,TAP823  ,229.03,10835.64,11338.56,5.2
4006c1,BAW43C  ,261.9,10241.28,10599.42,5.2
406d90,EZY14MZ ,216.26,6614.16,6949.44,5.2
407667,EZY24ZQ ,218.14,10683.24,11186.16,5.2
a32116,AAL756  ,203.14,8016.24,8503.92,5.2
702098,UBG189  ,98.9,2354.58,2415.54,5.2
aab1d2,SWA168  ,229.29,10949.94,11605.26,5.2
750544,MAS783  ,222.81,8016.24,8481.06,5.2
ac4bb8,SWA4429 ,226.39,10652.76,11292.84,5.2
3c5ee4,EWG3KC  ,204.3,7200.9,7528.56,5.2
342210,IBE04RL ,179.63,4084.32,4320.54,5.2
3924a8,FGJFI   ,62.93,571.5,647.7,5.2
3c0aca,CFG024  ,231.36,8938.26,9334.5,5.2
345313,VLG54TU ,202.62,7124.7,7452.36,5.2
4d207f,VJT732  ,252.33,9471.66,9944.1,5.2
39ceb7,TVF98UM ,203.36,7338.06,7658.1,5.2
34324f,IBE0732 ,223.79,9898.38,10309.86,5.2
7448a5,RJA523  ,203.53,5623.56,5996.94,5.2
884205,BKP277  ,232.01,10302.24,11003.28,5.2
ac90a8,AAL958R ,244.43,10126.98,10751.82,5.2
748025,MEA229  ,242.44,9144.0,9784.08,4.88
aca38e,FWK913  ,207.3,6347.46,6705.6,4.88
899045,CAL916  ,229.09,7566.66,8054.34,4.88
a34268,SKW4100 ,220.61,7414.26,7863.84,4.88
4408c9,EJU58CM ,240.93,8823.96,9357.36,4.88
507c44,UZB272  ,261.48,10431.78,10988.04,4.88
48aca6,SPLFG   ,51.51,1249.68,1333.5,4.88
899136,EVA072  ,257.23,8732.52,9144.0,4.88
49d2e4,TVS78J  ,226.15,9258.3,9761.22,4.88
a8b476,PDT5872 ,181.6,9387.84,9966.96,4.88
4ab567,SAS709  ,83.84,3741.42,3733.8,4.88
4d22b7,RYR51WC ,210.06,10226.04,10637.52,4.88
400ee3,UAW22   ,34.5,144.78,198.12,4.88
48af01,LOT154  ,246.75,9898.38,10599.42,4.88
471843,JSD22   ,205.22,6484.62,6705.6,4.88
e49d7a,PSMDZ   ,93.77,4648.2,4907.28,4.88
4b990b,FHY716  ,211.78,10721.34,11041.38,4.88
aaee43,DAL89   ,222.06,5775.96,6042.66,4.88
a968df,DAL479  ,231.31,8671.56,9113.52,4.88
e48c4d,Unknown,111.27,9105.9,9601.2,4.88
440d10,EJU38ZX ,225.55,8641.08,9029.7,4.88
71c543,ESR517  ,232.53,7010.4,7482.84,4.88
a0628f,AAL417  ,215.74,5821.68,6172.2,4.88
a07228,RPA4477 ,242.64,9829.8,10408.92,4.88
4b193f,CSW1EP  ,89.96,1455.42,1562.1,4.88
a8bc34,FFT1872 ,234.43,7124.7,7559.04,4.88
abd23e,N86071  ,54.3,883.92,906.78,4.88
a960e9,NKS1    ,234.81,10340.34,10995.66,4.88
781a89,CSN625  ,215.23,7307.58,7780.02,4.88
06a087,QTR8F   ,235.68,7513.32,8001.0,4.88
a70885,LBQ651  ,103.07,3771.9,4015.74,4.88
00b08a,SFR206  ,185.54,10690.86,11155.68,4.88
a32718,DAL808  ,250.69,7299.96,7734.3,4.88
c07ace,CGUND   ,89.05,6027.42,6164.58,4.88
a42a47,PGR1368 ,185.32,12192.0,12786.36,4.88
49d26c,TVS2206 ,244.85,9959.34,10363.2,4.88
acc3f7,EDV5167 ,167.44,3360.42,3505.2,4.88
39d30a,TVF55TT ,175.64,3368.04,3528.06,4.88
44a0c8,OOHFH   ,204.3,11445.24,11910.06,4.88
ab5c61,N831DE  ,66.74,800.1,838.2,4.88
4bab2a,THY13F  ,261.92,8542.02,8945.88,4.88
4892c2,ENT71ZE ,248.48,9906.0,10393.68,4.88
a98051,FFT2111 ,227.93,8587.74,9105.9,4.88
a47597,DAL2033 ,247.73,10020.3,10553.7,4.88
3c4593,BOX502  ,252.59,10934.7,11681.46,4.88
4b187a,SWR22D  ,234.87,8260.08,8648.7,4.88
a6ebc6,JIA5355 ,223.8,7734.3,8183.88,4.88
48ae02,LOT1    ,163.03,3253.74,3390.9,4.55
8682f4,ANA39   ,184.09,3528.06,3741.42,4.55
4cac86,RYR71VP ,230.72,11262.36,11696.7,4.55
a33243,DAL2066 ,205.72,6454.14,6774.18,4.55
3004b8,ITL801  ,169.4,3634.74,3817.62,4.55
a1a4c9,KAP902  ,70.29,396.24,464.82,4.55
c00734,WJA585  ,223.45,9928.86,10454.64,4.55
70c0cb,OMA246  ,162.71,3177.54,3246.12,4.55
461f6a,FIN2RL  ,225.97,10119.36,10492.74,4.55
4cac7e,AFZ48E  ,52.69,213.36,335.28,4.55
48af05,LOT4CA  ,229.3,8328.66,8656.32,4.55
70209b,BBC343  ,267.54,11170.92,11925.3,4.55
4ba975,TKJ20V  ,231.78,8930.64,9311.64,4.55
a1e399,SERCE14 ,54.59,1112.52,1188.72,4.55
3483c9,IBE0271 ,241.92,9395.46,9906.0,4.55
406f86,EXS54DM ,238.01,9974.58,10507.98,4.55
40792e,BAW992G ,231.37,11460.48,11894.82,4.55
3c55c7,EWG7906 ,238.86,9235.44,9646.92,4.55
781601,AMU826  ,224.6,7239.0,7726.68,4.55
407cd7,LOG39D  ,100.12,3505.2,3695.7,4.55
3420cb,IBE05LV ,120.61,1554.48,1661.16,4.55
a2f694,Unknown,38.16,388.62,381.0,4.55
80154d,IGO691N ,175.76,4427.22,4541.52,4.55
a008c5,DAL1017 ,220.55,8199.12,8610.6,4.55
484f6d,TRA5916 ,242.57,10111.74,10622.28,4.55
a393a9,N33CA   ,71.65,1455.42,1546.86,4.55
4bce14,SXS9QR  ,231.8,9799.32,10210.8,4.55
3e211e,DSW1    ,74.99,2857.5,3017.52,4.55
89642a,ETD215  ,207.86,6873.24,7254.24,4.55
4d200e,Unknown,118.65,1501.14,1592.58,4.55
a43ea3,UAL2606 ,226.93,10538.46,11186.16,4.55
738287,ISR534  ,246.09,10416.54,10911.84,4.55
a434f9,DAL2872 ,228.57,11087.1,11765.28,4.55
89663f,WAZ7077 ,170.24,4046.22,4229.1,4.55
a00d5b,AAL76   ,236.48,9433.56,9989.82,4.55
348303,FBY67B  ,34.32,1127.76,1234.44,4.55
4400b7,EJU74YP ,226.86,9791.7,10256.52,4.55
3c7981,CFG030  ,244.77,8923.02,9357.36,4.55
4bceb5,SXS2WX  ,205.54,10469.88,11140.44,4.55
485a86,TFL7XV  ,248.85,10027.92,10492.74,4.55
4a29f9,HYS5284 ,235.62,9677.4,10233.66,4.55
896529,EFC34I  ,50.39,579.12,464.82,4.55
a977bb,DAL2286 ,176.72,3520.44,3665.22,4.55
ab649c,Unknown,52.93,304.8,350.52,4.55
8744d4,ANA476  ,245.78,11422.38,12245.34,4.55
4d2246,RYR1152 ,239.52,6911.34,7277.1,4.55
7820ef,CES6410 ,223.87,8229.6,8793.48,4.55
a6b48f,JIA5101 ,229.39,7589.52,7985.76,4.55
a89915,NKS2034 ,170.28,3238.5,3398.52,4.55
4d2041,VJT518  ,143.89,2804.16,3009.9,4.55
ab4383,AAL1813 ,191.68,5798.82,6103.62,4.55
39de51,TVF87JQ ,236.45,10591.8,11056.62,4.55
8832cc,TLM370  ,115.83,1219.2,1249.68,4.55
c037d1,MAL8066 ,118.66,3383.28,3497.58,4.23
8965fb,ADY203  ,164.41,3345.18,3489.96,4.23
4a3122,AIZ336  ,264.16,10073.64,10530.84,4.23
ac01fc,FDX6030 ,105.73,1143.0,1150.62,4.23
ac9113,SKW5043 ,159.41,5288.28,5577.84,4.23
452164,LZB477  ,211.09,7680.96,8008.62,4.23
a85185,NKS2299 ,236.82,8671.56,9212.58,4.23
4cabdc,DLH4TX  ,101.35,678.18,762.0,4.23
e4988d,GLO1614 ,263.55,10538.46,10820.4,4.23
4caefc,ITY221  ,223.3,11506.2,11955.78,4.23
a0bafa,WMA2112 ,61.7,2438.4,2560.32,4.23
4ca2ab,RYR41UR ,163.04,3246.12,3406.14,4.23
45ac4f,SAS39G  ,218.18,10668.0,11132.82,4.23
76cee7,SIA25   ,186.59,5006.34,5257.8,4.23
a3bda6,DAL1376 ,248.26,7620.0,8069.58,4.23
800b63,AXB1014 ,146.5,2240.28,2247.9,4.23
add2b5,DAL1160 ,111.13,739.14,739.14,4.23
4baa0e,THY9UH  ,236.02,8816.34,9273.54,4.23
a79898,DAL1168 ,241.31,10332.72,10957.56,4.23
018061,LAA192  ,243.92,8503.92,9014.46,4.23
a24de8,MXY116  ,232.83,10241.28,10850.88,4.23
75044b,MAS3    ,163.71,3215.64,3375.66,4.23
4d2022,WMT5076 ,244.14,10012.68,10500.36,4.23
45211e,CFG7LA  ,225.79,9540.24,9982.2,4.23
a24ba7,SKW3996 ,207.21,7848.6,8313.42,4.23
a8b87f,TCF661  ,44.23,541.02,533.4,4.23
a924d9,SKW3555 ,228.3,7947.66,8442.96,4.23
4bce08,SXS6V   ,245.99,10005.06,10698.48,4.23
789275,CPA216  ,246.79,9631.68,9989.82,4.23
e4a157,PSDDF   ,96.18,7498.08,7947.66,4.23
06a0e6,QTR33U  ,254.34,11193.78,11635.74,4.23
a37af8,AAL1604 ,238.81,8054.34,8542.02,4.23
a7b2a1,N5952J  ,37.91,1181.1,1211.58,4.23
89634a,ABY191  ,238.62,8663.94,9281.16,4.23
8014ea,LLR637  ,104.45,3314.7,3375.66,4.23
a2f9dd,TFL6DL  ,237.58,7170.42,7513.32,4.23
39d312,TVF40HP ,206.87,7764.78,8305.8,4.23
781307,AMU935  ,122.92,1203.96,1203.96,4.23
782189,CKK229  ,156.11,2339.34,2453.64,4.23
3986e5,AFR43WQ ,173.61,4366.26,4617.72,4.23
7c6d76,FD624J  ,187.6,11811.0,12031.98,4.23
0d0a0d,VOI1001 ,209.66,7223.76,7673.34,4.23
a66a84,SKW6358 ,103.73,815.34,853.44,4.23
89405f,GFA206  ,205.0,9136.38,9784.08,4.23
801699,AXB2545 ,211.28,7703.82,8153.4,4.23
a682e3,JIA5261 ,237.69,8694.42,9220.2,3.9
a2c93c,N279PM  ,55.45,1341.12,1402.08,3.9
